epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.27413126826286316,1.3934742212295532,0.2068965584039688,1.3864339590072632,0.0010000000474974513
2,0.3281853199005127,1.3709526062011719,0.24137930572032928,1.3862059116363525,0.0010000000474974513
3,0.2664092779159546,1.3727266788482666,0.24137930572032928,1.385920763015747,0.0010000000474974513
4,0.31660231947898865,1.3669325113296509,0.27586206793785095,1.3856033086776733,0.0010000000474974513
5,0.3050193190574646,1.3677834272384644,0.3103448152542114,1.3852535486221313,0.0010000000474974513
6,0.29343628883361816,1.3738833665847778,0.3103448152542114,1.3848416805267334,0.0010000000474974513
7,0.31660231947898865,1.3611866235733032,0.3103448152542114,1.3843586444854736,0.0010000000474974513
8,0.3050193190574646,1.3505569696426392,0.27586206793785095,1.3837387561798096,0.0010000000474974513
9,0.3474903404712677,1.348984956741333,0.27586206793785095,1.3829238414764404,0.0010000000474974513
10,0.35907337069511414,1.3402442932128906,0.27586206793785095,1.3820241689682007,0.0010000000474974513
11,0.35907337069511414,1.3372468948364258,0.27586206793785095,1.3806536197662354,0.0010000000474974513
12,0.35907337069511414,1.3211250305175781,0.3103448152542114,1.378473162651062,0.0010000000474974513
13,0.35907337069511414,1.3111436367034912,0.3448275923728943,1.3755028247833252,0.0010000000474974513
14,0.37451738119125366,1.2880651950836182,0.3448275923728943,1.3717588186264038,0.0010000000474974513
15,0.37837839126586914,1.294299602508545,0.3448275923728943,1.3678336143493652,0.0010000000474974513
16,0.35521236062049866,1.2990379333496094,0.3448275923728943,1.3630681037902832,0.0010000000474974513
17,0.3861003816127777,1.2585830688476562,0.3448275923728943,1.3572492599487305,0.0010000000474974513
18,0.33590734004974365,1.2775352001190186,0.3448275923728943,1.3506065607070923,0.0010000000474974513
19,0.41312742233276367,1.2381339073181152,0.3448275923728943,1.3429428339004517,0.0010000000474974513
20,0.3899613916873932,1.253473162651062,0.3448275923728943,1.3352956771850586,0.0010000000474974513
21,0.3861003816127777,1.2425600290298462,0.3448275923728943,1.3287205696105957,0.0010000000474974513
22,0.38223937153816223,1.2224067449569702,0.3448275923728943,1.321437954902649,0.0010000000474974513
23,0.39382240176200867,1.2190396785736084,0.37931033968925476,1.3140790462493896,0.0010000000474974513
24,0.37451738119125366,1.2335480451583862,0.37931033968925476,1.308623194694519,0.0010000000474974513
25,0.3899613916873932,1.2357233762741089,0.37931033968925476,1.3032866716384888,0.0010000000474974513
26,0.3899613916873932,1.2065294981002808,0.37931033968925476,1.297761082649231,0.0010000000474974513
27,0.4517374634742737,1.1752362251281738,0.37931033968925476,1.2930866479873657,0.0010000000474974513
28,0.44015443325042725,1.1781855821609497,0.37931033968925476,1.289520025253296,0.0010000000474974513
29,0.4478764533996582,1.164596438407898,0.37931033968925476,1.2864511013031006,0.0010000000474974513
30,0.4517374634742737,1.1554852724075317,0.37931033968925476,1.280568242073059,0.0010000000474974513
31,0.4285714328289032,1.1582406759262085,0.37931033968925476,1.2757203578948975,0.0010000000474974513
